"","china_platform","first_salvo"
"303","""302"",18,8,2,1,2,3,2,2,""us"",0.98,0.32,0.34,0.93","us"
"304","""303"",15,3,1,1,2,1,2,2,""us"",0.67,0.23,0.99,0.73","us"
"305","""304"",24,8,1,1,3,1,1,2,""us"",0.83,0.83,0.54,0.13","us"
"306","""305"",12,3,2,1,2,1,2,2,""us"",0.48,0.54,0.73,0.55","us"
"307","""306"",10,9,1,1,3,1,1,2,""china"",0.67,0.23,0.93,0.25","us"
"308","""307"",28,10,1,1,2,3,2,2,""us"",0.22,0.97,0.28,0.71","us"
"309","""308"",22,4,1,1,2,3,1,2,""us"",0.99,0.63,0.03,0.82","us"
"310","""309"",28,2,1,1,2,2,1,2,""china"",0.94,0.42,0.85,0.26","us"
"311","""310"",13,3,2,1,1,3,1,2,""us"",0.96,0.11,0.86,0.45","us"
"312","""311"",7,5,2,1,2,3,1,2,""china"",0.77,0.53,0.03,0.47","us"
"313","""312"",19,9,2,1,3,2,2,2,""us"",0.41,0.65,0.51,0.65","us"
"314","""313"",23,4,1,1,3,1,1,2,""us"",0.63,0.24,0.5,0.06","us"
"315","""314"",14,3,2,1,3,2,1,2,""us"",0.19,0.03,0.93,0.67","us"
"316","""315"",19,6,1,1,1,2,2,2,""us"",0.61,0.98,0.05,0.89","us"
"317","""316"",21,1,2,1,3,3,2,2,""us"",0.78,0.61,0.64,0.71","us"
"318","""317"",17,4,2,1,2,1,1,2,""us"",0.79,0.2,0.37,0.66","us"
"319","""318"",3,5,2,1,2,1,2,2,""china"",0.34,0.67,0.94,0.82","us"
"320","""319"",11,10,1,1,3,3,2,2,""china"",0.7,0.87,0.62,0.62","us"
"321","""320"",19,10,2,1,2,3,1,2,""us"",0.49,0.09,0.44,0.22","us"
"322","""321"",9,7,2,1,2,1,2,2,""us"",0.34,0.25,0.63,0.28","us"
"323","""322"",25,3,2,1,2,1,2,2,""us"",0.61,0.97,0.42,0.71","us"
"324","""323"",15,5,2,1,1,3,2,2,""china"",0.84,0.27,0.04,0.25","us"
"325","""324"",27,2,2,1,3,3,2,2,""us"",0.28,0.91,0.36,0.58","us"
"326","""325"",14,2,1,1,2,1,1,2,""china"",0.84,0.7,0.71,0.85","us"
"327","""326"",21,3,1,1,2,2,2,2,""china"",0.81,0.74,0.09,0.17","us"
"328","""327"",24,6,1,1,3,1,2,2,""china"",0.8,0.69,0.66,0.22","us"
"329","""328"",29,4,1,1,2,2,2,2,""us"",0.93,0.36,0.59,0.14","us"
"330","""329"",21,7,1,1,1,1,1,2,""china"",0.52,0.44,0.41,0.83","us"
"331","""330"",21,6,2,1,1,1,2,2,""us"",0.28,0.1,0.77,0.17","us"
"332","""331"",9,1,1,1,1,2,2,2,""us"",0.07,0.14,0.2,0.83","us"
"333","""332"",5,8,2,1,2,2,2,2,""china"",0.4,0.61,0.11,0.16","us"
"334","""333"",27,4,1,1,3,1,2,2,""china"",0.04,0.75,0.14,0.92","us"
"335","""334"",30,5,2,1,2,2,2,2,""us"",0.79,0.67,0.68,0.58","us"
"336","""335"",17,1,1,1,3,1,1,2,""china"",0.04,0.65,0.49,0.07","us"
"337","""336"",30,6,2,1,2,1,1,2,""us"",0.2,0.43,0.92,0.86","us"
"338","""337"",16,7,2,1,2,1,2,2,""china"",0.15,0.41,0.06,0.08","us"
"339","""338"",11,9,2,1,1,3,2,2,""us"",0.01,0.25,0.13,0.33","us"
"340","""339"",14,8,1,1,3,2,2,2,""us"",0.42,0.56,0.79,0.98","us"
"341","""340"",15,5,2,1,3,1,1,2,""china"",0.04,0.64,0.09,0.79","us"
"342","""341"",30,1,1,1,2,2,1,2,""china"",0.85,1,0.8,0.41","us"
"343","""342"",28,2,2,1,2,3,2,2,""china"",0.9,0.29,0.82,0.47","us"
"344","""343"",17,10,2,1,2,2,2,2,""us"",0.94,0.31,0.4,0.48","us"
"345","""344"",17,2,1,1,3,2,1,2,""china"",0.32,0.88,0.09,0.46","us"
"346","""345"",23,4,1,1,1,3,1,2,""china"",0.97,0.36,0.08,0.88","us"
"347","""346"",7,9,2,1,2,2,2,2,""china"",0.55,0.76,0.8,0.4","us"
"348","""347"",6,8,2,1,3,1,2,2,""us"",0.02,0.83,0.62,0.54","us"
"349","""348"",9,6,1,1,1,1,2,2,""us"",0.29,0.52,0.85,0.23","us"
"350","""349"",19,3,2,1,3,2,2,2,""china"",0.42,0.25,0.38,0.27","us"
"351","""350"",25,6,2,1,2,3,2,2,""us"",0.13,0.91,0.16,0.42","us"
"352","""351"",25,2,2,1,1,1,1,2,""us"",0.95,0.71,0.17,0.89","us"
"353","""352"",21,8,1,1,1,1,1,2,""china"",0.04,0.22,0.61,0.49","us"
"354","""353"",7,8,2,1,3,3,2,2,""us"",0.9,0.48,0.92,0.18","us"
"355","""354"",3,10,1,1,2,1,2,2,""us"",0.68,0.08,0.32,0.14","us"
"356","""355"",26,4,2,1,1,2,1,2,""china"",0.63,0.81,0.95,0.81","us"
"357","""356"",25,9,1,1,2,2,2,2,""us"",0.62,0.88,0.96,0.69","us"
"358","""357"",5,1,1,1,2,1,2,2,""china"",0.16,0.22,0.37,0.37","us"
"359","""358"",9,7,1,1,2,2,2,2,""us"",0.42,0.15,0.5,0.55","us"
"360","""359"",9,10,1,1,2,1,1,2,""us"",0.2,0.63,0.23,0.64","us"
"361","""360"",6,8,1,1,2,2,1,2,""china"",0.21,0.07,0.17,0.51","us"
"362","""361"",30,2,1,1,1,2,1,2,""china"",0.82,0.21,0.74,0.37","us"
"363","""362"",13,4,2,1,1,2,1,2,""china"",0.52,0.47,0.05,0.6","us"
"364","""363"",24,7,1,1,2,2,1,2,""us"",0.65,0.66,0.76,0.18","us"
"365","""364"",2,5,2,1,2,1,2,2,""us"",0.69,0.47,0.35,0.41","us"
"366","""365"",15,7,1,1,3,2,2,2,""china"",0.64,0.85,0.28,0.99","us"
"367","""366"",20,6,2,1,2,3,2,2,""china"",0.69,0.32,0.91,0.02","us"
"368","""367"",6,9,1,1,1,3,2,2,""china"",0.88,0.49,0.57,0.23","us"
"369","""368"",24,3,1,1,2,2,1,2,""china"",0.92,0.41,0.07,0.29","us"
"370","""369"",22,3,2,1,2,2,2,2,""china"",0.49,0.04,0.16,0.35","us"
"371","""370"",26,2,1,1,1,2,2,2,""china"",0.91,0.09,0.07,0.19","us"
"372","""371"",3,3,1,1,3,3,2,2,""china"",0.38,0.73,0.19,0.57","us"
"373","""372"",29,8,1,1,2,2,1,2,""us"",0.87,0.67,0.78,0.83","us"
"374","""373"",5,9,2,1,3,3,1,2,""us"",0.54,0.86,0.04,0.1","us"
"375","""374"",20,5,1,1,3,3,2,2,""china"",0.64,0.32,0.97,0.52","us"
"376","""375"",17,4,2,1,3,2,1,2,""china"",0.12,0.33,0.34,0.07","us"
"377","""376"",29,6,2,1,2,1,2,2,""china"",0.85,0.18,0.76,0.38","us"
"378","""377"",28,9,2,1,1,1,2,2,""china"",0.16,0.24,0.74,0.82","us"
"379","""378"",9,8,2,1,3,3,2,2,""us"",0.71,0.12,0.79,0.99","us"
"380","""379"",30,5,2,1,2,3,1,2,""china"",0.24,0.68,0.12,0.76","us"
"381","""380"",24,2,2,1,2,2,1,2,""us"",0.67,0.34,0.57,0.31","us"
"382","""381"",11,2,2,1,1,3,2,2,""china"",0.43,0.84,0.6,0.26","us"
"383","""382"",24,4,1,1,3,3,1,2,""us"",0.88,0.02,0.66,0.11","us"
"384","""383"",10,6,1,1,2,2,1,2,""us"",0.01,0.37,0.19,0.96","us"
"385","""384"",8,6,2,1,2,3,1,2,""us"",0.04,0.38,0.38,0.51","us"
"386","""385"",28,9,1,1,3,2,1,2,""us"",0.38,0.55,0.42,0.35","us"
"387","""386"",24,8,2,1,3,2,1,2,""us"",0.23,0.2,0.12,0.38","us"
"388","""387"",7,10,1,1,1,2,2,2,""us"",0.72,0.39,0.6,0.97","us"
"389","""388"",28,5,2,1,2,2,1,2,""china"",0.55,0.6,0.39,0.78","us"
"390","""389"",10,10,1,1,2,2,1,2,""us"",0.48,0.54,0.12,0.77","us"
"391","""390"",20,5,1,1,3,2,1,2,""china"",0.1,0.54,0.4,0.23","us"
"392","""391"",28,1,2,1,1,2,2,2,""china"",0.2,0.85,0.73,0.85","us"
"393","""392"",28,4,1,1,2,1,1,2,""us"",0.21,0.6,0.97,0.84","us"
"394","""393"",11,3,2,1,2,2,2,2,""us"",0.54,0.78,0.76,0.19","us"
"395","""394"",5,8,1,1,2,2,1,2,""us"",0.66,0.27,0.16,0.98","us"
"396","""395"",7,2,1,1,2,2,1,2,""us"",0.99,0.52,0.38,0.31","us"
"397","""396"",11,1,1,1,3,2,2,2,""us"",0.1,0.02,0.68,0.22","us"
"398","""397"",16,6,1,1,2,2,2,2,""china"",0.91,0.5,0.83,0.51","us"
"399","""398"",26,9,1,1,1,2,2,2,""us"",0.92,0.77,0.23,0.62","us"
"400","""399"",14,5,2,1,3,2,1,2,""us"",0.54,0.46,0.44,0.76","us"
"401","""400"",24,9,2,1,2,1,1,2,""us"",0.94,0.62,0.14,0.1","us"
"402","""401"",30,6,1,1,2,2,1,2,""china"",0.98,0.74,0.82,0.85","us"
"403","""402"",11,7,1,1,3,3,1,2,""china"",0.32,0.15,0.14,0.74","us"
"404","""403"",29,5,2,1,1,2,1,2,""china"",0.48,0.45,0.37,0.59","us"
"405","""404"",18,10,1,1,2,2,2,2,""us"",0.18,0.04,0.57,0.45","us"
"406","""405"",27,1,1,1,2,2,2,2,""china"",0.81,0.01,0.02,0.29","us"
"407","""406"",17,1,1,1,2,3,2,2,""us"",0.41,0.41,0.84,0.11","us"
"408","""407"",2,9,1,1,1,1,1,2,""us"",0.48,0.87,0.07,0.05","us"
"409","""408"",20,4,1,1,2,1,1,2,""us"",0.35,0.89,0.3,0.44","us"
"410","""409"",8,4,1,1,2,1,1,2,""us"",0.02,0.58,0.84,0.12","us"
"411","""410"",20,7,2,1,3,3,2,2,""china"",0.95,0.74,0.81,0.87","us"
"412","""411"",25,3,2,1,3,3,1,2,""us"",0.21,0.78,0.33,0.66","us"
"413","""412"",22,2,1,1,3,2,1,2,""us"",0.21,0.63,0.29,0.16","us"
"414","""413"",14,7,1,1,2,1,2,2,""us"",0.22,0.95,0.2,0.89","us"
"415","""414"",26,8,2,1,2,2,2,2,""china"",0.15,0.84,0.12,0.94","us"
"416","""415"",29,9,2,1,1,1,1,2,""us"",0.69,0.43,0.92,0.38","us"
"417","""416"",28,6,1,1,2,3,1,2,""china"",0.8,0.94,0.65,0.86","us"
"418","""417"",21,6,2,1,1,1,2,2,""china"",0.02,0.34,0.98,0.94","us"
"419","""418"",10,6,2,1,2,2,1,2,""us"",0.1,0.9,0.64,1","us"
"420","""419"",21,2,2,1,1,2,2,2,""china"",0.96,0.29,0.7,0.62","us"
"421","""420"",19,4,1,1,3,2,2,2,""us"",0.45,0.88,0.74,0.5","us"
"422","""421"",25,1,2,1,2,3,2,2,""us"",0.4,0.93,0.87,0.93","us"
"423","""422"",10,4,1,1,3,2,1,2,""china"",0.15,0.76,0.98,0.81","us"
"424","""423"",3,9,1,1,3,2,2,2,""china"",0.86,0.93,0.12,0.08","us"
"425","""424"",22,2,2,1,2,3,1,2,""china"",0.51,1,0.6,0.5","us"
"426","""425"",13,8,1,1,1,3,1,2,""china"",0.25,0.81,0.11,0.26","us"
"427","""426"",7,4,2,1,2,2,2,2,""china"",0.86,0.09,0.07,0.93","us"
"428","""427"",16,5,1,1,2,1,1,2,""us"",0.74,0.98,1,0.71","us"
"429","""428"",5,3,2,1,2,2,1,2,""china"",0.1,0.99,0.47,0.4","us"
"430","""429"",12,5,2,1,2,2,1,2,""us"",0.83,0.55,0.37,0.89","us"
"431","""430"",11,4,1,1,2,2,2,2,""us"",0.35,0.51,0.46,0.77","us"
"432","""431"",9,9,2,1,2,2,1,2,""china"",0.91,0.64,0.53,0.47","us"
"433","""432"",8,4,1,1,2,2,1,2,""china"",0.65,0.19,0.88,0.48","us"
"434","""433"",13,5,1,1,1,3,2,2,""china"",0.38,0.62,0.55,0.63","us"
"435","""434"",6,9,1,1,3,3,2,2,""china"",0.97,0.48,0.35,0.17","us"
"436","""435"",7,2,1,1,2,2,2,2,""china"",0.38,0.05,0.85,0.66","us"
"437","""436"",24,2,2,1,2,1,1,2,""china"",0.77,0.19,0.43,0.89","us"
"438","""437"",20,9,1,1,2,2,2,2,""us"",0.6,0.07,0.88,0.35","us"
"439","""438"",3,10,2,1,1,1,2,2,""china"",0.73,0.6,0.59,0.15","us"
"440","""439"",4,2,2,1,2,3,2,2,""us"",0.62,0.86,0.87,0.32","us"
"441","""440"",21,8,2,1,3,2,1,2,""us"",0.36,0.69,0.09,0.26","us"
"442","""441"",13,4,2,1,2,2,1,2,""china"",0.35,0.7,0.11,0.82","us"
"443","""442"",9,6,1,1,1,2,2,2,""us"",0.94,0.86,0.5,0.87","us"
"444","""443"",9,6,2,1,2,1,1,2,""china"",0.96,0.93,0.23,0.34","us"
"445","""444"",8,3,2,1,2,3,2,2,""china"",0.82,0.31,0.29,0.72","us"
"446","""445"",4,10,1,1,2,2,2,2,""china"",0.1,0.03,0.47,0.7","us"
"447","""446"",13,1,1,1,1,2,2,2,""us"",0.78,0.16,0.6,0.59","us"
"448","""447"",27,6,2,1,3,1,2,2,""us"",0.59,0.59,0.81,0.6","us"
"449","""448"",23,10,2,1,3,3,2,2,""us"",0.13,0.58,0.13,0.13","us"
"450","""449"",4,9,2,1,3,2,1,2,""china"",0.9,0.38,0.35,0.54","us"
"451","""450"",20,4,2,1,2,2,2,2,""us"",0.56,1,0.02,0.74","us"
"452","""451"",21,8,1,1,1,1,2,2,""us"",0.53,0.4,0.72,0.8","us"
"453","""452"",24,2,2,1,3,1,1,2,""china"",0.27,0.41,0.93,0.41","us"
"454","""453"",13,4,1,1,1,2,1,2,""us"",0.14,0.34,0.13,0.11","us"
"455","""454"",15,3,1,1,1,1,1,2,""china"",0.09,0.53,0.31,0.04","us"
"456","""455"",6,4,1,1,2,3,2,2,""china"",0.82,0.79,0.4,0.13","us"
"457","""456"",12,3,1,1,2,2,2,2,""china"",0.27,0.26,1,0.18","us"
"458","""457"",28,1,1,1,2,3,2,2,""us"",0.59,0.35,0.08,0.65","us"
"459","""458"",17,7,1,1,2,1,1,2,""us"",0.69,0.06,0.3,0.91","us"
"460","""459"",9,3,1,1,3,3,2,2,""china"",0.57,0.02,0.86,0.8","us"
"461","""460"",14,6,1,1,1,2,2,2,""china"",0.79,0.27,0.64,0.27","us"
"462","""461"",16,2,2,1,2,2,1,2,""us"",0.75,0.33,0.74,0.05","us"
"463","""462"",29,3,1,1,1,1,1,2,""us"",0.34,0.77,0.01,0.14","us"
"464","""463"",2,1,1,1,2,2,1,2,""us"",0.43,0.18,0.99,0.94","us"
"465","""464"",7,2,1,1,3,3,1,2,""us"",0.57,0.73,0.94,0.74","us"
"466","""465"",27,9,1,1,2,3,2,2,""china"",0.42,0.23,0.96,0.95","us"
"467","""466"",16,8,1,1,1,2,1,2,""us"",0.28,0.51,0.08,0.37","us"
"468","""467"",8,4,1,1,2,3,1,2,""china"",0.11,0.37,0.65,0.49","us"
"469","""468"",17,2,2,1,2,1,1,2,""china"",0.05,0.06,0.27,0.3","us"
"470","""469"",22,8,1,1,2,2,1,2,""us"",0.03,0.39,0.26,0.53","us"
"471","""470"",19,4,2,1,1,2,1,2,""china"",0.46,0.55,0.9,0.53","us"
"472","""471"",21,3,1,1,2,2,1,2,""china"",0.8,0.84,0.41,0.73","us"
"473","""472"",16,8,1,1,2,2,1,2,""us"",0.18,0.2,0.52,0.65","us"
"474","""473"",24,4,2,1,2,2,1,2,""china"",0.77,0.26,1,0.44","us"
"475","""474"",10,5,1,1,2,1,2,2,""us"",0.87,0.09,0.28,0.2","us"
"476","""475"",10,2,2,1,2,3,2,2,""us"",0.17,0.91,0.82,0.78","us"
"477","""476"",3,8,2,1,2,1,1,2,""china"",0.74,0.71,0.82,0.7","us"
"478","""477"",4,5,1,1,3,2,2,2,""china"",0.84,0.95,0.03,0.52","us"
"479","""478"",8,9,2,1,2,2,2,2,""us"",0.52,0.21,0.77,0.18","us"
"480","""479"",4,5,2,1,1,2,1,2,""us"",0.74,0.86,0.7,0.64","us"
"481","""480"",14,6,1,1,3,1,2,2,""china"",0.84,0.47,0.96,0.15","us"
"482","""481"",21,3,2,1,2,1,1,2,""china"",0.65,0.21,0.1,0.56","us"
"483","""482"",14,7,2,1,2,2,1,2,""us"",0.05,0.29,0.44,0.88","us"
"484","""483"",22,6,2,1,2,3,2,2,""us"",0.96,0.16,0.04,0.56","us"
"485","""484"",26,4,1,1,2,2,2,2,""china"",0.37,0.69,0.59,0.45","us"
"486","""485"",14,9,2,1,1,2,2,2,""us"",0.5,0.1,0.91,0.81","us"
"487","""486"",25,7,1,1,2,3,2,2,""china"",0.45,0.26,0.95,0.51","us"
"488","""487"",23,9,1,1,3,2,1,2,""us"",0.3,0.17,0.43,0.44","us"
"489","""488"",10,7,2,1,1,3,1,2,""us"",0.12,0.77,0.21,0.42","us"
"490","""489"",30,3,2,1,2,3,1,2,""china"",0.18,0.21,0.25,0.49","us"
"491","""490"",12,4,2,1,1,2,1,2,""china"",0.96,0.98,0.54,0.4","us"
"492","""491"",23,5,1,1,2,3,2,2,""china"",0.72,0.65,0.78,0.27","us"
"493","""492"",20,2,1,1,2,2,1,2,""us"",0.82,0.77,0.39,0.09","us"
"494","""493"",6,8,2,1,3,2,1,2,""us"",0.26,0.52,0.29,0.09","us"
"495","""494"",13,9,1,1,2,1,1,2,""china"",0.62,0.81,0.93,0.35","us"
"496","""495"",19,7,2,1,2,3,2,2,""us"",0.09,0.12,0.63,0.48","us"
"497","""496"",4,8,2,1,2,1,1,2,""china"",0.44,0.48,0.16,0.34","us"
"498","""497"",10,6,1,1,1,1,2,2,""china"",0.53,0.96,0.53,0.27","us"
"499","""498"",24,9,2,1,2,2,2,2,""us"",0.76,0.72,0.49,0.06","us"
"500","""499"",14,7,1,1,2,3,2,2,""us"",0.86,0.83,0.4,0.99","us"
"501","""500"",13,8,2,1,1,3,1,2,""us"",0.19,0.16,0.9,0.78","us"
"502","""501"",6,9,1,1,3,1,1,2,""us"",0.86,0.15,0.79,0.95","us"
"503","""502"",3,3,1,1,3,2,1,2,""us"",0.79,0.85,0.62,0.62","us"
"504","""503"",18,4,2,1,2,1,2,2,""china"",0.26,0.85,0.78,0.52","us"
"505","""504"",13,1,2,1,2,3,1,2,""us"",0.87,0.68,0.29,0.77","us"
"506","""505"",21,3,1,1,3,2,2,2,""us"",0.17,0.26,0.76,0.07","us"
"507","""506"",26,2,2,1,2,1,2,2,""us"",0.13,0.19,0.25,0.19","us"
"508","""507"",10,4,1,1,1,2,2,2,""us"",0.76,0.77,0.91,0.72","us"
"509","""508"",11,6,1,1,2,2,2,2,""us"",0.11,0.3,0.15,0.75","us"
"510","""509"",17,5,2,1,2,2,1,2,""china"",0.5,0.07,0.69,0.88","us"
"511","""510"",26,1,2,1,2,2,2,2,""china"",0.47,0.38,0.15,0.15","us"
"512","""511"",8,9,2,1,2,2,2,2,""us"",0.56,0.97,0.61,0.68","us"
"513","""512"",13,3,1,1,3,1,2,2,""us"",0.89,0.82,0.28,0.88","us"
"514","""513"",28,3,2,1,1,3,1,2,""us"",0.75,0.02,0.56,0.56","us"
"515","""514"",12,9,1,1,1,2,1,2,""china"",0.42,0.78,0.23,0.21","us"
"516","""515"",26,1,1,1,2,2,1,2,""us"",0.57,0.57,0.28,0.12","us"
"517","""516"",3,10,2,1,1,2,1,2,""china"",0.81,0.85,0.3,0.77","us"
"518","""517"",30,3,1,1,2,2,2,2,""china"",0.23,0.71,0.28,0.06","us"
"519","""518"",10,9,2,1,2,2,1,2,""china"",0.08,0.65,0.84,0.4","us"
"520","""519"",14,2,1,1,2,2,1,2,""china"",0.92,0.38,0.97,0.04","us"
"521","""520"",29,4,1,1,2,2,2,2,""china"",0.08,0.27,0.57,0.35","us"
"522","""521"",8,9,2,1,2,2,1,2,""china"",0.98,0.48,0.79,0.19","us"
"523","""522"",8,10,2,1,2,1,2,2,""china"",0.87,0.1,0.08,0.63","us"
"524","""523"",2,1,1,1,3,2,2,2,""us"",0.97,0.72,0.16,0.92","us"
"525","""524"",25,3,2,1,1,2,1,2,""us"",0.78,0.62,0.16,0.19","us"
"526","""525"",13,7,2,1,1,2,1,2,""us"",0.57,0.32,0.24,0.35","us"
"527","""526"",11,5,2,1,2,2,1,2,""us"",0.82,0.64,0.96,0.82","us"
"528","""527"",22,9,1,1,1,2,2,2,""china"",0.83,0.98,0.91,0.05","us"
"529","""528"",30,6,1,1,3,2,1,2,""china"",0.04,0.09,0.5,0.17","us"
"530","""529"",14,2,1,1,2,2,1,2,""china"",0.54,0.48,0.94,0.41","us"
"531","""530"",22,9,2,1,3,2,1,2,""us"",0.43,0.25,0.41,0.85","us"
"532","""531"",25,7,2,1,3,1,1,2,""china"",0.14,0.79,0.41,0.64","us"
"533","""532"",7,4,1,1,2,2,2,2,""china"",0.78,0.1,0.12,0.42","us"
"534","""533"",29,9,2,1,2,2,1,2,""us"",0.92,0.45,0.06,0.4","us"
"535","""534"",7,3,2,1,2,1,2,2,""us"",0.7,0.34,0.02,0.11","us"
"536","""535"",3,7,1,1,2,2,1,2,""china"",0.28,0.91,0.45,0.34","us"
"537","""536"",11,7,2,1,1,2,1,2,""china"",0.05,0.54,1,0.28","us"
"538","""537"",8,2,2,1,1,2,1,2,""us"",0.08,0.55,0.73,0.01","us"
"539","""538"",21,3,1,1,1,2,1,2,""china"",0.56,0.11,0.84,0.25","us"
"540","""539"",14,8,2,1,2,3,2,2,""us"",0.36,0.45,0.36,0.56","us"
"541","""540"",13,7,1,1,2,2,1,2,""china"",0.66,0.24,0.5,0.92","us"
"542","""541"",6,2,2,1,2,2,1,2,""us"",0.47,0.04,0.6,0.53","us"
"543","""542"",15,9,2,1,3,2,1,2,""us"",0.98,0.19,0.36,0.01","us"
"544","""543"",25,4,1,1,2,3,2,2,""china"",0.8,0.26,0.75,0.26","us"
"545","""544"",5,8,2,1,2,1,2,2,""china"",0.04,0.32,0.2,0.22","us"
"546","""545"",17,1,2,1,2,1,2,2,""china"",0.86,0.68,0.07,0.58","us"
"547","""546"",22,8,1,1,2,2,1,2,""us"",0.75,0.84,0.67,0.55","us"
"548","""547"",26,2,1,1,3,1,1,2,""us"",0.72,0.26,0.18,0.97","us"
"549","""548"",22,6,1,1,2,2,2,2,""china"",0.96,0.22,0.13,0.31","us"
"550","""549"",17,6,2,1,2,1,2,2,""us"",0.89,0.5,0.96,0.26","us"
"551","""550"",16,3,2,1,2,3,2,2,""china"",0.94,0.98,0.39,0.1","us"
"552","""551"",27,3,1,1,1,3,1,2,""us"",0.56,0.99,0.79,0.46","us"
"553","""552"",22,2,1,1,2,2,1,2,""china"",0.36,0.68,0.39,0.68","us"
"554","""553"",22,4,2,1,1,1,2,2,""china"",0.25,0.51,0.54,0.84","us"
"555","""554"",11,7,1,1,2,2,2,2,""china"",0.94,0.97,0.21,0.51","us"
"556","""555"",17,3,1,1,3,2,2,2,""china"",0.22,0.95,0.68,0.54","us"
"557","""556"",23,3,1,1,3,2,2,2,""china"",0.61,0.23,0.9,0.09","us"
"558","""557"",8,5,1,1,1,2,1,2,""us"",0.79,0.75,0.25,0.2","us"
"559","""558"",4,6,1,1,2,2,1,2,""china"",0.9,0.14,0.07,0.07","us"
"560","""559"",29,3,1,1,2,3,1,2,""china"",0.7,0.29,0.25,0.13","us"
"561","""560"",23,3,2,1,3,2,2,2,""china"",0.92,0.38,0.46,0.39","us"
"562","""561"",8,10,1,1,1,3,1,2,""us"",0.4,0.67,0.36,0.67","us"
"563","""562"",19,8,2,1,2,1,2,2,""china"",0.01,0.48,0.97,0.52","us"
"564","""563"",6,9,1,1,3,2,2,2,""us"",0.02,0.47,0.21,0.93","us"
"565","""564"",11,3,2,1,1,3,2,2,""us"",0.76,0.35,0.36,0.73","us"
"566","""565"",27,7,2,1,2,2,1,2,""us"",0.96,0.46,0.96,0.23","us"
"567","""566"",9,7,2,1,3,3,1,2,""china"",0.55,0.22,0.08,0.44","us"
"568","""567"",2,4,2,1,2,3,1,2,""us"",0.91,0.96,0.33,0.33","us"
"569","""568"",9,5,1,1,1,2,2,2,""china"",0.99,0.23,0.03,0.88","us"
"570","""569"",7,7,2,1,1,2,2,2,""us"",0.51,0.59,0.93,0.48","us"
"571","""570"",10,6,2,1,1,2,2,2,""us"",0.2,0.69,0.43,0.6","us"
"572","""571"",4,8,2,1,2,2,2,2,""china"",0.41,0.69,0.31,0.37","us"
"573","""572"",6,10,1,1,3,3,1,2,""us"",0.23,0.18,0.2,0.74","us"
"574","""573"",28,6,2,1,3,2,2,2,""us"",0.06,0.7,0.64,0.15","us"
"575","""574"",21,2,2,1,3,2,2,2,""china"",0.22,0.54,0.78,0.79","us"
"576","""575"",10,1,1,1,2,1,2,2,""us"",0.1,0.42,0.43,0.55","us"
"577","""576"",26,2,1,1,3,3,2,2,""china"",0.76,0.88,0.06,0.22","us"
"578","""577"",6,4,2,1,3,1,2,2,""china"",0.33,0.89,0.35,0.27","us"
"579","""578"",23,1,2,1,3,2,1,2,""china"",0.08,0.06,0.01,0.06","us"
"580","""579"",28,4,2,1,2,2,2,2,""china"",0.89,0.73,0.3,0.72","us"
"581","""580"",6,2,1,1,2,2,2,2,""us"",0.05,0.61,0.91,0.63","us"
"582","""581"",20,9,1,1,3,2,2,2,""us"",0.1,0.18,0.1,0.39","us"
"583","""582"",22,9,2,1,2,2,1,2,""us"",0.95,0.95,0.9,0.49","us"
"584","""583"",25,9,1,1,2,2,2,2,""us"",0.42,0.2,0.44,0.8","us"
"585","""584"",29,2,2,1,2,2,2,2,""china"",0.23,0.75,0.63,0.08","us"
"586","""585"",3,2,1,1,2,1,2,2,""china"",0.49,0.87,0.81,0.97","us"
"587","""586"",10,2,1,1,2,1,2,2,""china"",0.36,0.36,0.54,1","us"
"588","""587"",19,10,1,1,2,3,2,2,""us"",0.54,0.35,0.9,0.85","us"
"589","""588"",18,4,1,1,2,2,1,2,""china"",0.44,0.89,0.46,0.9","us"
"590","""589"",16,9,1,1,2,3,1,2,""china"",0.56,0.31,0.86,0.75","us"
"591","""590"",10,1,1,1,1,1,2,2,""china"",0.31,0.19,0.88,0.65","us"
"592","""591"",25,10,2,1,1,2,1,2,""china"",0.63,0.8,0.8,0.94","us"
"593","""592"",20,7,2,1,2,2,2,2,""us"",0.06,0.29,0.09,0.84","us"
"594","""593"",9,7,2,1,2,3,2,2,""us"",0.8,0.11,0.79,0.77","us"
"595","""594"",5,8,2,1,2,1,1,2,""china"",0.12,0.56,0.91,0.84","us"
"596","""595"",27,9,1,1,1,1,1,2,""china"",0.68,0.69,0.54,0.2","us"
"597","""596"",4,1,1,1,2,3,1,2,""china"",0.19,0.53,0.15,0.93","us"
"598","""597"",21,8,2,1,1,2,1,2,""china"",0.58,0.68,0.02,0.64","us"
"599","""598"",10,5,1,1,3,1,2,2,""china"",0.24,0.63,0.16,0.13","us"
"600","""599"",7,8,2,1,2,2,1,2,""us"",0.63,0.27,0.6,0.94","us"
"601","""600"",5,1,1,1,3,2,2,2,""us"",0.28,0.49,0.91,0.41","us"
"602","""601"",22,4,1,1,2,1,2,2,""us"",0.88,0.58,0.35,0.57","us"
"603","""602"",17,4,1,1,2,3,2,2,""us"",0.49,0.56,0.59,0.25","us"
"604","""603"",19,5,2,1,1,2,2,2,""china"",0.85,0.67,0.98,0.41","us"
"605","""604"",28,2,1,1,3,3,1,2,""china"",0.45,0.22,0.05,0.04","us"
"606","""605"",14,3,2,1,3,1,2,2,""china"",0.05,0.64,0.16,0.21","us"
