"","china_platform","us_platform","china_staying_power","us_staying_power","china_defense","us_defense","china_offense","us_offense","first_salvo","china_scouting","us_scouting","china_ready","us_ready","outcome_china","outcome_us","iter"
"263",15,7,2,1,2,3,1,2,"china",0.28,0.14,0.89,0.27,"28.4312","-0.58","1"
"264",12,7,1,1,1,3,1,2,"china",0.6,0.96,0.37,0.26,"23.4288","-3.64","1"
"265",25,5,2,1,3,1,1,2,"china",0.6,0.13,0.94,0.1,"61.914","-12.8","1"
"266",27,5,1,1,2,2,2,2,"us",0.36,0.28,0.52,0.55,"53.96","-34.6512","1"
"267",26,6,2,1,2,2,2,2,"china",0.5,0.29,0.69,0.47,"50.3548","-22.12","1"
"268",13,10,2,1,2,2,1,2,"china",0.73,0.72,0.16,0.68,"18.5144","-4.77","1"
"269",22,7,2,1,3,2,1,2,"china",0.39,0.35,0.1,0.97,"26.245","-2.7","1"
"270",12,9,1,1,2,1,1,2,"china",0.59,0.29,0.43,0.66,"24.5008","-3.76","1"
"271",27,5,1,1,2,2,1,2,"us",0.93,0.44,0.02,0.39,"26.32","-20.9176","1"
"272",25,9,2,1,1,2,2,2,"china",0.62,0.39,0.86,0.87,"45.7028","-25.52","1"
"273",25,6,2,1,2,1,1,2,"us",0.73,0.99,0.76,0.72,"42.02","-27.2346","1"
"274",24,5,2,1,1,3,2,2,"china",0.01,0.51,0.75,0.34,"-72.3956024450704","193.059577118152","7"
"275",15,2,2,1,3,2,1,2,"us",0.65,0.1,0.81,0.52,"33.025","-17.38625","1"
"276",26,6,1,1,2,2,2,2,"china",0.22,0.85,0.55,0.64,"66.296","-6.88","1"
"277",12,3,2,1,1,2,1,2,"china",0.26,0.03,0.52,0.69,"18.98966424","-0.0152080000000012","2"
"278",27,8,2,1,2,2,2,2,"china",0.27,0.95,0.04,0.37,"38.625","-11.1","1"
"279",4,3,2,1,3,1,2,2,"us",0.54,0.8,0.15,0.76,"3.3","-0.044","1"
"280",15,7,2,1,2,1,1,2,"us",0.37,0.68,0.55,0.86,"21.89","-4.3793","1"
"281",3,6,1,1,1,2,2,2,"us",0.78,0.69,0.58,0.96,"-0.668256","9.07598336","2"
"282",3,2,1,1,1,2,1,2,"china",0.94,0.62,0.84,0.08,"6.14","-0.5","1"
"283",17,6,1,1,3,2,1,2,"china",0.91,0.16,0.63,0.6,"52.6724","-11.07","1"
"284",6,5,1,1,2,2,2,2,"china",0.26,0.04,0.3,0.02,"9.6832","-1.04","1"
"285",7,8,2,1,2,2,1,2,"us",0.65,0.53,0.72,0.97,"10.98","-1.257","1"
"286",8,8,1,1,1,3,1,2,"china",0.59,0.5,0.72,0.04,"16.24","-2.48","1"
"287",18,7,1,1,3,1,2,2,"china",0.68,0.79,0.39,0.45,"73.1564","-21.58","1"
"288",11,1,2,1,2,2,2,2,"us",0.31,0.61,0.45,0.24,"14.73","-6.1726","1"
"289",14,10,1,1,3,2,2,2,"china",0.37,0.11,0.54,1,"37.6392","-4.36","1"
"290",25,3,1,1,1,2,1,2,"china",0.51,0.93,0.18,0.19,"48.0814","-9.99","1"
"291",6,5,2,1,1,3,2,2,"china",0.99,0.12,0.73,0.95,"8.6916","-4.18","1"
"292",20,8,1,1,1,2,1,2,"us",0.11,0.02,0.33,0.06,"26.52","-0.6772","1"
"293",16,7,2,1,2,2,1,2,"china",0.49,0.66,0.81,0.9,"30.4384","-2.24","1"
"294",16,9,1,1,2,2,2,2,"us",0.7,0.66,0.14,0.75,"17.84","-19.976","1"
"295",18,9,2,1,2,3,1,2,"china",0.18,0.61,0.85,0.43,"61.78755348","-2.778268","2"
"296",13,2,1,1,1,2,2,2,"us",0.08,0.59,0.19,0.59,"-18.2831398763835","40.1427477112967","6"
"297",22,7,1,1,2,3,2,2,"us",0.12,0.43,0.77,0.71,"54.16","-6.7384","1"
"298",20,1,1,1,1,1,2,2,"us",0.39,0.47,0.49,0.48,"27.92","-18.8176","1"
"299",29,2,1,1,2,3,1,2,"us",0.07,0.2,0.05,0.48,"-17.0052696374199","232.810871878221","7"
"300",5,8,1,1,2,1,2,2,"us",0.33,0.16,0.24,0.17,"6.76","-2.1216","1"
"301",22,3,2,1,2,1,1,2,"us",0.77,0.42,0.39,0.83,"29.74","-19.2398","1"
"302",18,8,2,1,2,3,2,2,"us",0.98,0.32,0.34,0.93,"23.48","-38.4408","1"
"303",15,3,1,1,2,1,2,2,"us",0.67,0.23,0.99,0.73,"43.78","-55.2052","1"
"304",24,8,1,1,3,1,1,2,"us",0.83,0.83,0.54,0.13,"59.56","-47.1748","1"
"305",12,3,2,1,2,1,2,2,"us",0.48,0.54,0.73,0.55,"19.68","-15.7928","1"
"306",10,9,1,1,3,1,1,2,"china",0.67,0.23,0.93,0.25,"39.832","-4.2","1"
"307",28,10,1,1,2,3,2,2,"us",0.22,0.97,0.28,0.71,"39.8","-11.252","1"
"308",22,4,1,1,2,3,1,2,"us",0.99,0.63,0.03,0.82,"20.8","-13.672","1"
"309",28,2,1,1,2,2,1,2,"china",0.94,0.42,0.85,0.26,"95.1552","-23.28","1"
"310",13,3,2,1,1,3,1,2,"us",0.96,0.11,0.86,0.45,"18.37","-12.9352","1"
"311",7,5,2,1,2,3,1,2,"china",0.77,0.53,0.03,0.47,"7.5121","-0.570000000000001","1"
"312",19,9,2,1,3,2,2,2,"us",0.41,0.65,0.51,0.65,"32.235","-21.8327","1"
"313",23,4,1,1,3,1,1,2,"us",0.63,0.24,0.5,0.06,"56.54","-33.5002","1"
"314",14,3,2,1,3,2,1,2,"us",0.19,0.03,0.93,0.67,"33.47","-1.6793","1"
"315",19,6,1,1,1,2,2,2,"us",0.61,0.98,0.05,0.89,"16.03","-13.9966","1"
"316",21,1,2,1,3,3,2,2,"us",0.78,0.61,0.64,0.71,"39.94","-56.0464","1"
"317",17,4,2,1,2,1,1,2,"us",0.79,0.2,0.37,0.66,"22.89","-14.7631","1"
"318",3,5,2,1,2,1,2,2,"china",0.34,0.67,0.94,0.82,"9.4232688","-0.31664","2"
"319",11,10,1,1,3,3,2,2,"china",0.7,0.87,0.62,0.62,"48.3032","-9.68","1"
"320",19,10,2,1,2,3,1,2,"us",0.49,0.09,0.44,0.22,"27.18","-9.9982","1"
"321",9,7,2,1,2,1,2,2,"us",0.34,0.25,0.63,0.28,"14.17","-7.0756","1"
"322",25,3,2,1,2,1,2,2,"us",0.61,0.97,0.42,0.71,"33.56","-37.5232","1"
"323",15,5,2,1,1,3,2,2,"china",0.84,0.27,0.04,0.25,"21.159","-21.7","1"
"324",27,2,2,1,3,3,2,2,"us",0.28,0.91,0.36,0.58,"39.76","-16.7856","1"
"325",14,2,1,1,2,1,1,2,"china",0.84,0.7,0.71,0.85,"45.164","-8.06","1"
"326",21,3,1,1,2,2,2,2,"china",0.81,0.74,0.09,0.17,"71.1632","-31.34","1"
"327",24,6,1,1,3,1,2,2,"china",0.8,0.69,0.66,0.22,"121.1448","-35.96","1"
"328",29,4,1,1,2,2,2,2,"us",0.93,0.36,0.59,0.14,"61.78","-112.3508","1"
"329",21,7,1,1,1,1,1,2,"china",0.52,0.44,0.41,0.83,"35.9988","-7.26","1"
"330",21,6,2,1,1,1,2,2,"us",0.28,0.1,0.77,0.17,"28.885","-13.8356","1"
"331",9,1,1,1,1,2,2,2,"us",0.07,0.14,0.2,0.83,"-7.45585240207759","152.584704579139","5"
"332",5,8,2,1,2,2,2,2,"china",0.4,0.61,0.11,0.16,"6.3796","-1.36","1"
"333",27,4,1,1,3,1,2,2,"china",0.04,0.75,0.14,0.92,"76.462776","-3.334752","3"
"334",30,5,2,1,2,2,2,2,"us",0.79,0.67,0.68,0.58,"49.06","-73.1948","1"
"335",17,1,1,1,3,1,1,2,"china",0.04,0.65,0.49,0.07,"99.081164","-0.04148","2"
"336",30,6,2,1,2,1,1,2,"us",0.2,0.43,0.92,0.86,"56.74","-7.628","1"
"337",16,7,2,1,2,1,2,2,"china",0.15,0.41,0.06,0.08,"18.0424","-2.64","1"
"338",11,9,2,1,1,3,2,2,"us",0.01,0.25,0.13,0.33,"-13.5990486213559","111.896945407443","6"
"339",14,8,1,1,3,2,2,2,"us",0.42,0.56,0.79,0.98,"44.94","-31.8296","1"
"340",15,5,2,1,3,1,1,2,"china",0.04,0.64,0.09,0.79,"-11.4076413933867","24.379764867928","5"
"341",30,1,1,1,2,2,1,2,"china",0.85,1,0.8,0.41,"121.72","-21.86","1"
"342",28,2,2,1,2,3,2,2,"china",0.9,0.29,0.82,0.47,"64.1782","-45.58","1"
"343",17,10,2,1,2,2,2,2,"us",0.94,0.31,0.4,0.48,"23.18","-39.6584","1"
"344",17,2,1,1,3,2,1,2,"china",0.32,0.88,0.09,0.46,"24.406","-1.6","1"
"345",23,4,1,1,1,3,1,2,"china",0.97,0.36,0.08,0.88,"35.6616","-15.03","1"
"346",7,9,2,1,2,2,2,2,"china",0.55,0.76,0.8,0.4,"15.716","-4.1","1"
"347",6,8,2,1,3,1,2,2,"us",0.02,0.83,0.62,0.54,"192.614548686705","-3.96123241521608","6"
"348",9,6,1,1,1,1,2,2,"us",0.29,0.52,0.85,0.23,"14.57","-5.9906","1"
"349",19,3,2,1,3,2,2,2,"china",0.42,0.25,0.38,0.27,"33.05","-12.88","1"
"350",25,6,2,1,2,3,2,2,"us",0.13,0.91,0.16,0.42,"27.18","-2.5468","1"
"351",25,2,2,1,1,1,1,2,"us",0.95,0.71,0.17,0.89,"25.705","-20.63975","1"
"352",21,8,1,1,1,1,1,2,"china",0.04,0.22,0.61,0.49,"135.536383987189","-2.28697759140736","4"
"353",7,8,2,1,3,3,2,2,"us",0.9,0.48,0.92,0.18,"15.7","-25.18","1"
"354",3,10,1,1,2,1,2,2,"us",0.68,0.08,0.32,0.14,"4.6","-3.976","1"
"355",26,4,2,1,1,2,1,2,"china",0.63,0.81,0.95,0.81,"47.3734","-11.14","1"
"356",25,9,1,1,2,2,2,2,"us",0.62,0.88,0.96,0.69,"69.48","-81.3952","1"
"357",5,1,1,1,2,1,2,2,"china",0.16,0.22,0.37,0.37,"14.73235872","-1.061688","2"
"358",9,7,1,1,2,2,2,2,"us",0.42,0.15,0.5,0.55,"17.4","-10.416","1"
"359",9,10,1,1,2,1,1,2,"us",0.2,0.63,0.23,0.64,"14.04864","-0.913888000000001","2"
"360",6,8,1,1,2,2,1,2,"china",0.21,0.07,0.17,0.51,"-17.6546559164983","216.936734763446","9"
"361",30,2,1,1,1,2,1,2,"china",0.82,0.21,0.74,0.37,"61.0704","-21.12","1"
"362",13,4,2,1,1,2,1,2,"china",0.52,0.47,0.05,0.6,"14.4342","-2.36","1"
"363",24,7,1,1,2,2,1,2,"us",0.65,0.66,0.76,0.18,"57.84","-34.876","1"
"364",2,5,2,1,2,1,2,2,"us",0.69,0.47,0.35,0.41,"2.192136","-2.47355568","2"
"365",15,7,1,1,3,2,2,2,"china",0.64,0.85,0.28,0.99,"50.108","-13.24","1"
"366",20,6,2,1,2,3,2,2,"china",0.69,0.32,0.91,0.02,"46.3536","-25.48","1"
"367",6,9,1,1,1,3,2,2,"china",0.88,0.49,0.57,0.23,"16.4564","-7.18","1"
"368",24,3,1,1,2,2,1,2,"china",0.92,0.41,0.07,0.29,"42.8744","-18.92","1"
"369",22,3,2,1,2,2,2,2,"china",0.49,0.04,0.16,0.35,"26.2464","-18.16","1"
"370",26,2,1,1,1,2,2,2,"china",0.91,0.09,0.07,0.19,"35.8408","-44.56","1"
"371",3,3,1,1,3,3,2,2,"china",0.38,0.73,0.19,0.57,"-12.08716624","8.413944","2"
"372",29,8,1,1,2,2,1,2,"us",0.87,0.67,0.78,0.83,"71.56","-56.9372","1"
"373",5,9,2,1,3,3,1,2,"us",0.54,0.86,0.04,0.1,"3.221352","-0.872690080000001","2"
"374",20,5,1,1,3,3,2,2,"china",0.64,0.32,0.97,0.52,"91.3072","-20.48","1"
"375",17,4,2,1,3,2,1,2,"china",0.12,0.33,0.34,0.07,"39.56521568","-2.797296","2"
"376",29,6,2,1,2,1,2,2,"china",0.85,0.18,0.76,0.38,"59.4172","-46.54","1"
"377",28,9,2,1,1,1,2,2,"china",0.16,0.24,0.74,0.82,"39.6368","-5.32","1"
"378",9,8,2,1,3,3,2,2,"us",0.71,0.12,0.79,0.99,"19.425","-19.6435","1"
"379",30,5,2,1,2,3,1,2,"china",0.24,0.68,0.12,0.76,"34.0352","-0.639999999999999","1"
"380",24,2,2,1,2,2,1,2,"us",0.67,0.34,0.57,0.31,"37","-21.55","1"
"381",11,2,2,1,1,3,2,2,"china",0.43,0.84,0.6,0.26,"19.256","-5.9","1"
"382",24,4,1,1,3,3,1,2,"us",0.88,0.02,0.66,0.11,"71.44","-60.2072","1"
"383",10,6,1,1,2,2,1,2,"us",0.01,0.37,0.19,0.96,"-28.3498059449203","141.369566843836","4"
"384",8,6,2,1,2,3,1,2,"us",0.04,0.38,0.38,0.51,"-16.9840678372835","179.090611450948","5"
"385",28,9,1,1,3,2,1,2,"us",0.38,0.55,0.42,0.35,"61.08","-19.8104","1"
"386",24,8,2,1,3,2,1,2,"us",0.23,0.2,0.12,0.38,"27.92","-2.9016","1"
"387",7,10,1,1,1,2,2,2,"us",0.72,0.39,0.6,0.97,"9.64","-8.0016","1"
"388",28,5,2,1,2,2,1,2,"china",0.55,0.6,0.39,0.78,"45.088","-10.28","1"
"389",10,10,1,1,2,2,1,2,"us",0.48,0.54,0.12,0.77,"12.519616","-5.59082368","2"
"390",20,5,1,1,3,2,1,2,"china",0.1,0.54,0.4,0.23,"97.8081152","-2.95744","2"
"391",28,1,2,1,1,2,2,2,"china",0.2,0.85,0.73,0.85,"43.15","-5.8","1"
"392",28,4,1,1,2,1,1,2,"us",0.21,0.6,0.97,0.84,"79.92","-13.1032","1"
"393",11,3,2,1,2,2,2,2,"us",0.54,0.78,0.76,0.19,"17.8","-16.464","1"
"394",5,8,1,1,2,2,1,2,"us",0.66,0.27,0.16,0.98,"-3.00583448310054","53.6392288781323","6"
"395",7,2,1,1,2,2,1,2,"us",0.99,0.52,0.38,0.31,"10.24","-6.8976","1"
"396",11,1,1,1,3,2,2,2,"us",0.1,0.02,0.68,0.22,"33.36","-3.792","1"
"397",16,6,1,1,2,2,2,2,"china",0.91,0.5,0.83,0.51,"67.64","-25.08","1"
"398",26,9,1,1,1,2,2,2,"us",0.92,0.77,0.23,0.62,"28.9","-48.696","1"
"399",14,5,2,1,3,2,1,2,"us",0.54,0.46,0.44,0.76,"22.32","-7.0128","1"
"400",24,9,2,1,2,1,1,2,"us",0.94,0.62,0.14,0.1,"26.12","-22.3528","1"
"401",30,6,1,1,2,2,1,2,"china",0.98,0.74,0.82,0.85,"114.72","-24","1"
"402",11,7,1,1,3,3,1,2,"china",0.32,0.15,0.14,0.74,"-16.5041565025444","173.303657121578","6"
"403",29,5,2,1,1,2,1,2,"china",0.48,0.45,0.37,0.59,"38.667","-9.56","1"
"404",18,10,1,1,2,2,2,2,"us",0.18,0.04,0.57,0.45,"38.36","-10.0096","1"
"405",27,1,1,1,2,2,2,2,"china",0.81,0.01,0.02,0.29,"28.8916","-40.58","1"
"406",17,1,1,1,2,3,2,2,"us",0.41,0.41,0.84,0.11,"43.92","-33.3544","1"
"407",2,9,1,1,1,1,1,2,"us",0.48,0.87,0.07,0.05,"-1.34","2.7432","1"
"408",20,4,1,1,2,1,1,2,"us",0.35,0.89,0.3,0.44,"28.44","-7.074","1"
"409",8,4,1,1,2,1,1,2,"us",0.02,0.58,0.84,0.12,"130.2780005888","-1.374930533376","3"
"410",20,7,2,1,3,3,2,2,"china",0.95,0.74,0.81,0.87,"67.0772","-30.78","1"
"411",25,3,2,1,3,3,1,2,"us",0.21,0.78,0.33,0.66,"35.815","-1.56115","1"
"412",22,2,1,1,3,2,1,2,"us",0.21,0.63,0.29,0.16,"38.62","-5.4702","1"
"413",14,7,1,1,2,1,2,2,"us",0.22,0.95,0.2,0.89,"15.8","-3.172","1"
"414",26,8,2,1,2,2,2,2,"china",0.15,0.84,0.12,0.94,"30.8336","-2.04","1"
"415",29,9,2,1,1,1,1,2,"us",0.69,0.43,0.92,0.38,"41.48","-25.8612","1"
"416",28,6,1,1,2,3,1,2,"china",0.8,0.94,0.65,0.86,"93.0512","-15.24","1"
"417",21,6,2,1,1,1,2,2,"china",0.02,0.34,0.98,0.94,"-64.6910369689776","2249.0774503474","13"
"418",10,6,2,1,2,2,1,2,"us",0.1,0.9,0.64,1,"-76.482220414","299.8406175814","5"
"419",21,2,2,1,1,2,2,2,"china",0.96,0.29,0.7,0.62,"38.7436","-35.84","1"
"420",19,4,1,1,3,2,2,2,"us",0.45,0.88,0.74,0.5,"57.66","-47.894","1"
"421",25,1,2,1,2,3,2,2,"us",0.4,0.93,0.87,0.93,"44.89","-28.332","1"
"422",10,4,1,1,3,2,1,2,"china",0.15,0.76,0.98,0.81,"504.7464517888","-6.42183423999999","3"
"423",3,9,1,1,3,2,2,2,"china",0.86,0.93,0.12,0.08,"9.3624","-2.84","1"
"424",22,2,2,1,2,3,1,2,"china",0.51,1,0.6,0.5,"41.42","-6.22","1"
"425",13,8,1,1,1,3,1,2,"china",0.25,0.81,0.11,0.26,"20.206701","-2.93015","2"
"426",7,4,2,1,2,2,2,2,"china",0.86,0.09,0.07,0.93,"8.0588","-6.32","1"
"427",16,5,1,1,2,1,1,2,"us",0.74,0.98,1,0.71,"44.08","-29.1992","1"
"428",5,3,2,1,2,2,1,2,"china",0.1,0.99,0.47,0.4,"-7.309356759","9.1541511","3"
"429",12,5,2,1,2,2,1,2,"us",0.83,0.55,0.37,0.89,"15.34","-7.1722","1"
"430",11,4,1,1,2,2,2,2,"us",0.35,0.51,0.46,0.77,"19.08","-8.276","1"
"431",9,9,2,1,2,2,1,2,"china",0.91,0.64,0.53,0.47,"16.5284","-4.31","1"
"432",8,4,1,1,2,2,1,2,"china",0.65,0.19,0.88,0.48,"22.5664","-1.28","1"
"433",13,5,1,1,1,3,2,2,"china",0.38,0.62,0.55,0.63,"25.234","-4.1","1"
"434",6,9,1,1,3,3,2,2,"china",0.97,0.48,0.35,0.17,"20.5752","-8.62","1"
"435",7,2,1,1,2,2,2,2,"china",0.38,0.05,0.85,0.66,"18.968","-0.68","1"
"436",24,2,2,1,2,1,1,2,"china",0.77,0.19,0.43,0.89,"37.113","-14.7","1"
"437",20,9,1,1,2,2,2,2,"us",0.6,0.07,0.88,0.35,"54.92","-62.504","1"
"438",3,10,2,1,1,1,2,2,"china",0.73,0.6,0.59,0.15,"5.133","-2.08","1"
"439",4,2,2,1,2,3,2,2,"us",0.62,0.86,0.87,0.32,"5.76","-3.2224","1"
"440",21,8,2,1,3,2,1,2,"us",0.36,0.69,0.09,0.26,"22.455","-5.0438","1"
"441",13,4,2,1,2,2,1,2,"china",0.35,0.7,0.11,0.82,"17.511205","-2.94445","2"
"442",9,6,1,1,1,2,2,2,"us",0.94,0.86,0.5,0.87,"10.06","-13.4328","1"
"443",9,6,2,1,2,1,1,2,"china",0.96,0.93,0.23,0.34,"16.6128","-5.96","1"
"444",8,3,2,1,2,3,2,2,"china",0.82,0.31,0.29,0.72,"12.428","-6.8","1"
"445",4,10,1,1,2,2,2,2,"china",0.1,0.03,0.47,0.7,"-16601.8022940628","292076.016636002","15"
"446",13,1,1,1,1,2,2,2,"us",0.78,0.16,0.6,0.59,"20.16","-27.0896","1"
"447",27,6,2,1,3,1,2,2,"us",0.59,0.59,0.81,0.6,"58.625","-65.9775","1"
"448",23,10,2,1,3,3,2,2,"us",0.13,0.58,0.13,0.13,"26.325","-4.0645","1"
"449",4,9,2,1,3,2,1,2,"china",0.9,0.38,0.35,0.54,"10.5487784","-4.13368","2"
"450",20,4,2,1,2,2,2,2,"us",0.56,1,0.02,0.74,"18.4","-15.648","1"
"451",21,8,1,1,1,1,2,2,"us",0.53,0.4,0.72,0.8,"34.52","-32.9912","1"
"452",24,2,2,1,3,1,1,2,"china",0.27,0.41,0.93,0.41,"58.9806","-3.66","1"
"453",13,4,1,1,1,2,1,2,"us",0.14,0.34,0.13,0.11,"14.672716","-1.35414424","2"
"454",15,3,1,1,1,1,1,2,"china",0.09,0.53,0.31,0.04,"25.72385948","-0.939658","2"
"455",6,4,1,1,2,3,2,2,"china",0.82,0.79,0.4,0.13,"21.9548","-7.06","1"
"456",12,3,1,1,2,2,2,2,"china",0.27,0.26,1,0.18,"37.9552","-3.76","1"
"457",28,1,1,1,2,3,2,2,"us",0.59,0.35,0.08,0.65,"31.08","-30.7744","1"
"458",17,7,1,1,2,1,1,2,"us",0.69,0.06,0.3,0.91,"26.96","-14.7824","1"
"459",9,3,1,1,3,3,2,2,"china",0.57,0.02,0.86,0.8,"32.3584","-3.46","1"
"460",14,6,1,1,1,2,2,2,"china",0.79,0.27,0.64,0.27,"33.2416","-19.04","1"
"461",16,2,2,1,2,2,1,2,"us",0.75,0.33,0.74,0.05,"27.18","-18.185","1"
"462",29,3,1,1,1,1,1,2,"us",0.34,0.77,0.01,0.14,"26.21","-6.6314","1"
"463",2,1,1,1,2,2,1,2,"us",0.43,0.18,0.99,0.94,"41.3571567296","-6.471223550528","3"
"464",7,2,1,1,3,3,1,2,"us",0.57,0.73,0.94,0.74,"23.82","-7.1374","1"
"465",27,9,1,1,2,3,2,2,"china",0.42,0.23,0.96,0.95,"85.7308","-14.98","1"
"466",16,8,1,1,1,2,1,2,"us",0.28,0.51,0.08,0.37,"15.24","-0.787200000000001","1"
"467",8,4,1,1,2,3,1,2,"china",0.11,0.37,0.65,0.49,"-150.156588063292","1005.5304568528","8"
"468",17,2,2,1,2,1,1,2,"china",0.05,0.06,0.27,0.3,"43.966073164745","-1.46711845325","4"
"469",22,8,1,1,2,2,1,2,"us",0.03,0.39,0.26,0.53,"-438.604411774485","1628.08467781643","11"
"470",19,4,2,1,1,2,1,2,"china",0.46,0.55,0.9,0.53,"30.091","-4.62","1"
"471",21,3,1,1,2,2,1,2,"china",0.8,0.84,0.41,0.73,"58.1784","-11.88","1"
"472",16,8,1,1,2,2,1,2,"us",0.18,0.2,0.52,0.65,"31.84","-1.1312","1"
"473",24,4,2,1,2,2,1,2,"china",0.77,0.26,1,0.44,"51.8272","-14.72","1"
"474",10,5,1,1,2,1,2,2,"us",0.87,0.09,0.28,0.2,"15.24","-24.1176","1"
"475",10,2,2,1,2,3,2,2,"us",0.17,0.91,0.82,0.78,"28.800772","-6.08219048","2"
"476",3,8,2,1,2,1,1,2,"china",0.74,0.71,0.82,0.7,"9.41664788","-1.414428","2"
"477",4,5,1,1,3,2,2,2,"china",0.84,0.95,0.03,0.52,"9.376","-2.64","1"
"478",8,9,2,1,2,2,2,2,"us",0.52,0.21,0.77,0.18,"13.74","-11.5696","1"
"479",4,5,2,1,1,2,1,2,"us",0.74,0.86,0.7,0.64,"3.07719313958414","-0.313172608407896","6"
"480",14,6,1,1,3,1,2,2,"china",0.84,0.47,0.96,0.15,"74.2668","-21.22","1"
"481",21,3,2,1,2,1,1,2,"china",0.65,0.21,0.1,0.56,"25.3113","-10.53","1"
"482",14,7,2,1,2,2,1,2,"us",0.05,0.29,0.44,0.88,"-6.32165408050578","590.754336516992","6"
"483",22,6,2,1,2,3,2,2,"us",0.96,0.16,0.04,0.56,"22.56","-37.9552","1"
"484",26,4,1,1,2,2,2,2,"china",0.37,0.69,0.59,0.45,"77.9872","-15.44","1"
"485",14,9,2,1,1,2,2,2,"us",0.5,0.1,0.91,0.81,"20.17","-14.93","1"
"486",25,7,1,1,2,3,2,2,"china",0.45,0.26,0.95,0.51,"81.5688","-17.44","1"
"487",23,9,1,1,3,2,1,2,"us",0.3,0.17,0.43,0.44,"51.99","-11.837","1"
"488",10,7,2,1,1,3,1,2,"us",0.12,0.77,0.21,0.42,"-7.34102002853976","34.0637481760836","4"
"489",30,3,2,1,2,3,1,2,"china",0.18,0.21,0.25,0.49,"37.5966","-0.46","1"
"490",12,4,2,1,1,2,1,2,"china",0.96,0.98,0.54,0.4,"23.0016","-7.92","1"
"491",23,5,1,1,2,3,2,2,"china",0.72,0.65,0.78,0.27,"97.23","-29.5","1"
"492",20,2,1,1,2,2,1,2,"us",0.82,0.77,0.39,0.09,"32.52","-24.3064","1"
"493",6,8,2,1,3,2,1,2,"us",0.26,0.52,0.29,0.09,"10.659214","-2.30907164","2"
"494",13,9,1,1,2,1,1,2,"china",0.62,0.81,0.93,0.35,"45.8632","-5.36","1"
"495",19,7,2,1,2,3,2,2,"us",0.09,0.12,0.63,0.48,"30.73","-0.6514","1"
"496",4,8,2,1,2,1,1,2,"china",0.44,0.48,0.16,0.34,"5.16510208","-0.614496","2"
"497",10,6,1,1,1,1,2,2,"china",0.53,0.96,0.53,0.27,"30.7752","-8.06","1"
"498",24,9,2,1,2,2,2,2,"us",0.76,0.72,0.49,0.06,"34.32","-49.9264","1"
"499",14,7,1,1,2,3,2,2,"us",0.86,0.83,0.4,0.99,"21.88","-29.6936","1"
"500",13,8,2,1,1,3,1,2,"us",0.19,0.16,0.9,0.78,"-0.0816427990886694","2754.83794974346","8"
"501",6,9,1,1,3,1,1,2,"us",0.86,0.15,0.79,0.95,"19.62","-12.9732","1"
"502",3,3,1,1,3,2,1,2,"us",0.79,0.85,0.62,0.62,"14.15554","-10.3142046","2"
"503",18,4,2,1,2,1,2,2,"china",0.26,0.85,0.78,0.52,"37.412","-6.32","1"
"504",13,1,2,1,2,3,1,2,"us",0.87,0.68,0.29,0.77,"15.41","-6.7867","1"
"505",21,3,1,1,3,2,2,2,"us",0.17,0.26,0.76,0.07,"67.84","-20.7856","1"
"506",26,2,2,1,2,1,2,2,"us",0.13,0.19,0.25,0.19,"32.12","-5.9712","1"
"507",10,4,1,1,1,2,2,2,"us",0.76,0.77,0.91,0.72,"16.02","-19.4704","1"
"508",11,6,1,1,2,2,2,2,"us",0.11,0.3,0.15,0.75,"25.0247657408","-4.745194382976","4"
"509",17,5,2,1,2,2,1,2,"china",0.5,0.07,0.69,0.88,"28.9386","-2.98","1"
"510",26,1,2,1,2,2,2,2,"china",0.47,0.38,0.15,0.15,"38.1992","-21.84","1"
"511",8,9,2,1,2,2,2,2,"us",0.56,0.97,0.61,0.68,"10.94","-7.5328","1"
"512",13,3,1,1,3,1,2,2,"us",0.89,0.82,0.28,0.88,"20.64","-32.9792","1"
"513",28,3,2,1,1,3,1,2,"us",0.75,0.02,0.56,0.56,"35.8","-21.49","1"
"514",12,9,1,1,1,2,1,2,"china",0.42,0.78,0.23,0.21,"18.192","-2.2","1"
"515",26,1,1,1,2,2,1,2,"us",0.57,0.57,0.28,0.12,"38.28","-19.3396","1"
"516",3,10,2,1,1,2,1,2,"china",0.81,0.85,0.3,0.77,"-3.51974625","5.761025","2"
"517",30,3,1,1,2,2,2,2,"china",0.23,0.71,0.28,0.06,"63.2152","-11.56","1"
"518",10,9,2,1,2,2,1,2,"china",0.08,0.65,0.84,0.4,"302.502877399057","-12.1337219628396","6"
"519",14,2,1,1,2,2,1,2,"china",0.92,0.38,0.97,0.04,"49.3072","-10.72","1"
"520",29,4,1,1,2,2,2,2,"china",0.08,0.27,0.57,0.35,"62.7296","-1.24","1"
"521",8,9,2,1,2,2,1,2,"china",0.98,0.48,0.79,0.19,"16.7584","-5.08","1"
"522",8,10,2,1,2,1,2,2,"china",0.87,0.1,0.08,0.63,"9.706","-10.66","1"
"523",2,1,1,1,3,2,2,2,"us",0.97,0.72,0.16,0.92,"-7.837312","30.89481728","2"
"524",25,3,2,1,1,2,1,2,"us",0.78,0.62,0.16,0.19,"25.76","-17.3328","1"
"525",13,7,2,1,1,2,1,2,"us",0.57,0.32,0.24,0.35,"13.92","-4.5344","1"
"526",11,5,2,1,2,2,1,2,"us",0.82,0.64,0.96,0.82,"20.28","-11.3496","1"
